Z, 0.133333,0.333333,0.2,0.266667,0.2,0.533333,0.466667,0.333333,0.6,0.4,0.4,0.466667,0.133333,0.533333,0.466667,0.533333
B, 0.466667,0.733333,0.6,0.533333,0.466667,0.666667,0.4,0.266667,0.466667,0.666667,0.266667,0.466667,0.2,0.533333,0.4,0.733333
Z, 0.266667,0.6,0.333333,0.466667,0.333333,0.533333,0.466667,0.333333,0.6,0.466667,0.333333,0.466667,0.0666667,0.466667,0.466667,0.533333
Z, 0.533333,0.533333,0.4,0.733333,0.333333,0.466667,0.466667,0.266667,0.2,0.733333,0.4,0.533333,0.2,0.6,0.733333,0.4
Z, 0.333333,0.333333,0.4,0.533333,0.2,0.466667,0.466667,0.266667,1,0.6,0.4,0.533333,0,0.533333,0.533333,0.533333
Z, 0.266667,0.6,0.333333,0.466667,0.133333,0.466667,0.466667,0.266667,0.933333,0.6,0.4,0.533333,0,0.533333,0.533333,0.533333
B, 0.333333,0.6,0.533333,0.466667,0.466667,0.6,0.466667,0.2,0.466667,0.733333,0.266667,0.466667,0.2,0.466667,0.333333,0.6
Z, 0.266667,0.533333,0.333333,0.4,0.333333,0.533333,0.666667,0.333333,0.266667,0.4,0.333333,0.4,0.2,0.533333,0.533333,0.2
B, 0.2,0.533333,0.333333,0.4,0.333333,0.6,0.466667,0.266667,0.333333,0.666667,0.333333,0.466667,0.133333,0.533333,0.333333,0.6
B, 0.0666667,0,0.133333,0.0666667,0.0666667,0.466667,0.533333,0.466667,0.333333,0.466667,0.4,0.466667,0.0666667,0.533333,0.4,0.533333
B, 0.2,0.466667,0.333333,0.333333,0.333333,0.533333,0.466667,0.466667,0.4,0.4,0.4,0.4,0.133333,0.533333,0.4,0.6
B, 0.266667,0.666667,0.333333,0.533333,0.4,0.533333,0.466667,0.466667,0.4,0.466667,0.4,0.4,0.133333,0.533333,0.466667,0.666667
Z, 0.466667,0.8,0.466667,0.4,0.266667,0.666667,0.2,0.266667,0.466667,0.8,0.266667,0.666667,0.2,0.533333,0.4,0.666667
B, 0.4,0.666667,0.533333,0.466667,0.466667,0.466667,0.6,0.466667,0.333333,0.466667,0.333333,0.333333,0.333333,0.6,0.466667,0.4
Z, 0.2,0.533333,0.266667,0.4,0.2,0.466667,0.466667,0.333333,0.6,0.466667,0.4,0.533333,0.133333,0.533333,0.466667,0.533333
B, 0.133333,0.133333,0.2,0.2,0.133333,0.466667,0.466667,0.333333,0.333333,0.4,0.4,0.4,0.133333,0.533333,0.333333,0.6
Z, 0.333333,0.533333,0.466667,0.4,0.333333,0.6,0.533333,0.4,0.266667,0.466667,0.333333,0.533333,0.2,0.533333,0.666667,0.466667
B, 0.4,0.733333,0.466667,0.533333,0.533333,0.533333,0.466667,0.333333,0.333333,0.466667,0.333333,0.466667,0.266667,0.533333,0.4,0.533333
Z, 0.133333,0.2,0.133333,0.0666667,0.0666667,0.466667,0.466667,0.333333,0.533333,0.4,0.4,0.533333,0.0666667,0.533333,0.4,0.533333
Z, 0.266667,0.6,0.4,0.466667,0.266667,0.533333,0.4,0.133333,0.6,0.8,0.333333,0.6,0.2,0.4,0.533333,0.533333
Z, 0.466667,0.866667,0.466667,0.466667,0.266667,0.533333,0.333333,0.133333,0.533333,0.733333,0.333333,0.6,0.2,0.6,0.333333,0.6
B, 0.333333,0.733333,0.4,0.533333,0.333333,0.4,0.533333,0.6,0.533333,0.466667,0.333333,0.466667,0.133333,0.533333,0.6,0.666667
B, 0.2,0.266667,0.333333,0.2,0.2,0.533333,0.466667,0.133333,0.4,0.733333,0.333333,0.466667,0.133333,0.533333,0.266667,0.6
B, 0.266667,0.466667,0.4,0.333333,0.266667,0.666667,0.4,0.2,0.466667,0.666667,0.266667,0.466667,0.2,0.533333,0.333333,0.733333
Z, 0.4,0.8,0.4,0.4,0.266667,0.4,0.466667,0.133333,0.6,0.733333,0.466667,0.533333,0.2,0.466667,0.4,0.4
Z, 0.266667,0.733333,0.333333,0.533333,0.333333,0.6,0.4,0.4,0.666667,0.466667,0.333333,0.4,0.133333,0.466667,0.533333,0.533333
Z, 0.333333,0.466667,0.4,0.333333,0.333333,0.6,0.733333,0.333333,0.266667,0.4,0.333333,0.466667,0.2,0.533333,0.533333,0.333333
Z, 0.133333,0.133333,0.2,0.2,0.133333,0.466667,0.466667,0.333333,0.6,0.4,0.4,0.533333,0.133333,0.533333,0.466667,0.533333
B, 0.4,0.666667,0.533333,0.533333,0.6,0.533333,0.466667,0.333333,0.4,0.466667,0.4,0.4,0.133333,0.533333,0.4,0.666667
B, 0.2,0.533333,0.2,0.4,0.266667,0.4,0.4,0.533333,0.4,0.466667,0.466667,0.466667,0.133333,0.6,0.4,0.6
B, 0.2,0.266667,0.333333,0.2,0.2,0.466667,0.533333,0.2,0.333333,0.666667,0.4,0.4,0.133333,0.533333,0.333333,0.6
B, 0.133333,0.2,0.266667,0.133333,0.133333,0.533333,0.466667,0.2,0.333333,0.666667,0.333333,0.4,0.133333,0.533333,0.266667,0.6
Z, 0.266667,0.533333,0.4,0.4,0.266667,0.466667,0.6,0.133333,0.6,0.733333,0.466667,0.4,0.0666667,0.533333,0.4,0.4
B, 0.133333,0.2,0.266667,0.133333,0.133333,0.533333,0.533333,0.2,0.333333,0.666667,0.333333,0.4,0.133333,0.533333,0.333333,0.6
B, 0.2,0.0666667,0.2,0.133333,0.2,0.466667,0.466667,0.333333,0.333333,0.466667,0.4,0.4,0.133333,0.533333,0.4,0.6
B, 0.2,0.133333,0.2,0.2,0.2,0.466667,0.466667,0.333333,0.333333,0.4,0.4,0.4,0.133333,0.533333,0.4,0.6
